    #         X           Y           Z        CHARGE     MIN DIST    ATOMIC VOL
 --------------------------------------------------------------------------------
  169      7.3181      7.7095     20.9360      1.9380      0.9173      7.7132
  170      7.3144      0.0020     20.9344      1.9388      0.9141      7.7172
  171      2.2075      9.6331     20.9394      1.9397      0.9190      7.7240
  172      2.2078      1.9329     20.9415      1.9379      0.9171      7.7164
  173     10.1936      0.0010     21.8162      1.9301      0.9094      7.5194
  174     10.1909      3.8593     21.8346      1.9409      0.8979      7.6193
  175     10.1917      7.7057     21.8318      1.9370      0.8959      7.5963
  176      5.0756      1.9312     21.8362      1.9375      0.8961      7.6044
  177      5.0781      9.6353     21.8327      1.9385      0.8944      7.6064
  178      5.0899      5.7812     21.8513      1.9324      0.9162      7.5899
  179      3.5817      5.7783     24.5550      2.1840      0.9159      9.3123
  180      8.8078      0.0047     24.6479      1.9564      0.8867      7.7369
  181      8.7890      3.8393     24.6682      1.9578      0.8824      7.8034
  182      8.7966      7.7349     24.6668      1.9574      0.8815      7.7845
  183      3.6864      1.9288     24.6975      1.9556      0.9039      7.8610
  184      3.6857      9.6398     24.6861      1.9593      0.8890      7.8727
  185      6.5088      1.9241     25.4124      1.9620      0.8700      9.3518
  186      6.5121      9.6595     25.4086      1.9639      0.8694      9.3203
  187      1.3837      0.0005     25.4110      1.9591      0.8615      9.7490
  188      1.3571      3.8606     25.4527      1.9659      0.8574      9.2321
  189      1.3647      7.7061     25.4450      1.9613      0.8553      9.3908
  190      6.5861      5.8076     25.3938      2.1590      0.8852     10.6636
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:       976.0000
